name,reviews_count,review_text,star_rating,date,Client_URL
Newton Liani,1,"I have done transactions with paystack and after three transactions, the fourth transaction, they stated they will be conducting a review, I accepted because they had remained with my pending balance, after a whole week of review, they come back and email me saying my business is a high risk and my business will be closed. I accepted and said that I will review my business and come back and appeal, and they said they will complete my pending payment within 24hours. This is the third day and support keeps saying they will provide updates, I have lost a lot of clients because of this 2 week delay, paystack is just a scam website and I don't highly want people to work with them, they will frustrate you. PAYSTACK PROCESS MY PENDING PAYMENT OR ELSE I WILL TARNISH YOUR NAME.",1,"Updated Jun 12, 2025",https://www.trustpilot.com/review/paystack.com?page=2
SOURCERTZ TECHNOLOGIES LTD tea,1,"Paystack was actually a recommendation from my CTO and since we implemented or integrated with this agregator, all payments have been seamless.Kudos to the team who oversees the daily cash payments without hussle.",5,"Jun 12, 2025",https://www.trustpilot.com/review/paystack.com?page=2
Tinoman,1,"The said that payout is done in the next day, and its 2-3 days now I haven't received my payout yet. Paystack need to improve their services because we the customers are losing trust with this poor services",1,"Jun 5, 2025",https://www.trustpilot.com/review/paystack.com?page=2
WeGo Logistics team,1,"We have been using Paystack for about 6 months now, we have not encountered and challenges. It’s very convenient",5,"Jun 5, 2025",https://www.trustpilot.com/review/paystack.com?page=2
Jay,1,The name should be Paystuck. Avoid them if you don't want your money to be stuck in their system for life.Even after proving the products or service delivery to your clients.They will hold your money,1,"Jun 3, 2025",https://www.trustpilot.com/review/paystack.com?page=2
GOSPEL MEDICAL MISSIONARY WORK,1,Easy payment gateway accessible to many. Smart website to Paystack communication.,5,"Jun 3, 2025",https://www.trustpilot.com/review/paystack.com?page=2
Janet Urum Azu,1,"My name is Janet Urum. Actually , I sent money to be saved in my cowrywise account through my Zenith bank account since early May, that is last month, but until now, it never got to Cowrywise yet my bank had already released the funds.. You haven't replied to my bank for a refund ever since they began to reach out to you nor have you reached out to Cowrywise. It is really not good for your image as a company please. I hope it gets sorted out",1,"Jun 3, 2025",https://www.trustpilot.com/review/paystack.com?page=2
Clickfund,1,"As a verified merchant who has used Paystack for a considerable time, I feel deeply disappointed and hurt by how they handle disputes and refunds. I recently experienced a situation where instead of resolving a single customer complaint fairly, Paystack refunded all my earnings—money I legitimately earned and already fulfilled orders for. I lost a significant amount, and I am not alone.Hundreds of other users on Trustpilot and social media are complaining about the same problem—Paystack indiscriminately refunds large sums to customers without consulting the merchant or properly investigating the situation.Let me be clear: being a legitimate financial platform is not about blindly refunding money to avoid disputes. It’s about protecting both buyers and sellers fairly. If a customer wants a refund, reverse only that specific transaction, not all the funds a company has earned. And if you believe a business doesn’t meet your standards, don’t approve them in the first place.What you’re doing right now is reckless and hurts the trust real businesses place in your platform. You’re not just refunding transactions—you’re destroying livelihoods.Please review your policies. Respect merchants. Be transparent. And protect small businesses as much as you protect customers.",1,"May 10, 2025",https://www.trustpilot.com/review/paystack.com?page=2
THE WOLF,2,"Nigerians never work with them. Paystack, they are fraudsters ... We do not play with the money of certain people; we are of African culture. Just give it a few days; you'll see what's going to happen to your people.",1,"May 6, 2025",https://www.trustpilot.com/review/paystack.com?page=2
Angelina Nkrumah,1,"Zero rating because no chargeback but this paystak people holding our payments,really it’s horrible without notice they took my money worsted this people moto is only stolen our money they said money return to our customers I don’t know why big scams",1,"May 5, 2025",https://www.trustpilot.com/review/paystack.com?page=3
Kelvin Maina,2,"My money has been held since December last year, but finally the support reached out via email and issue was sorted",4,"Updated May 19, 2025",https://www.trustpilot.com/review/paystack.com?page=3
Martin Keli,1,"I have had an incredibly frustrating experience with Paystack as a payment platform. After using their service for routine test transactions, my business account was flagged for review, which I understood and cooperated with. I provided all the requested information promptly, including detailed business descriptions and platform links. Despite this, Paystack determined my business model to be outside their acceptable use policy and promised to release my funds within 24 hours.That was over a week ago. Since then, I've received vague and repetitive assurances via email and live chat that my payouts were being ""worked on,"" yet no funds have been released. Their handling of my case has been highly unprofessional, with no concrete actions or transparency in resolving this matter.I have attached proof, including screenshots of their emails and live chats, and their poor performance on Trustpilot reviews, which clearly reflect similar patterns of behavior. Paystack’s lack of accountability and repeated delays are unacceptable, and I urge other businesses to proceed with caution when considering their services.If this issue is not resolved immediately, I will escalate it further through consumer protection agencies and legal channels. Businesses deserve timely and professional service—Paystack has failed miserably in delivering either.",1,"Apr 13, 2025",https://www.trustpilot.com/review/paystack.com?page=3
Uliquoira Chris,1,If you are seeing this my reviews do not use this wicked company and if you have already started using paystack delete your account and you will cry bitterly and you will blame yourself for using this worthless platform & I lost 807k naira in a worthless dispute and they refund all my money within 24 hours a stupid dispute where the and they also suspended your account frequently for long review do not use paystack read paysack reviews you will see how many people have lost all their money because of this bad platform just read all their reviews I wish I read through the review i regrets using them,1,"Apr 11, 2025",https://www.trustpilot.com/review/paystack.com?page=3
Name Less,1,"This Yahoo boy's company should be branded ""PayStuck"" not paystack. Your money goes in, but good luck getting it out (It will never come out).Those five-star reviews are just Insider hype.",1,"Apr 3, 2025",https://www.trustpilot.com/review/paystack.com?page=3
Uliquoira,1,"If you value your money and business then avoid paystack because you'll get nothing but regret like me who lost money because of their bad customer service they are some people who won’t listen to others advice and use Paystack you will cry, read Paystack review you will see I am not the only one who have suffer all Paystack review are low on all review platforms and the few 5 star review here are fake review. Paystack will make you question your existence, you will bite your lips out of agony When you lose money like me who lost N691k. Don’t use Paystack it will ruin you completely and there is nothing you will be able to do about it",1,"Updated Apr 16, 2025",https://www.trustpilot.com/review/paystack.com?page=3
Michael Lincoln,1,"They do not value their customers, they will make you regret ever knowing them, you will lose money a lot and Paystack is not your friend, I lost N821k because of Paystack. Read the reviews about Paystack you will see that I am not the only one who lost a lot of money to this disgusting company. They will freeze your account and suspend your fund and it may takes months for them to unfreeze it in the name of business review and they will also refunds all your money back to your customer if your business get any bad reviews or maybe your client initiated a refund after sending them the product, do not use Paystack they will make your whole life miserable, read the reviews and you will see I am not the only one who have suffer, all 5 start review you see here are fake.",1,"Updated Apr 16, 2025",https://www.trustpilot.com/review/paystack.com?page=3
Sly,1,Wonderful experience while sending money,5,"Mar 31, 2025",https://www.trustpilot.com/review/paystack.com?page=3
Haker Cyber,1,"when i first open the account they approved my business at once, after i receive first payout, second payout. they start reviewing my business on my third payout and the forth payouti hope people are saying truth about your website, you are a really big scammer paystack, your support keep lying as soon as soon, why you keep holding  payout. people blame me alot for using your website.RED FLAG WEBSITE",1,"Mar 13, 2025",https://www.trustpilot.com/review/paystack.com?page=3
Khali Bryler,1,Such a stupid payment platform....why hold people's money ?? Such a scam think twice before joining this platform at all.,1,"Mar 10, 2025",https://www.trustpilot.com/review/paystack.com?page=3
Beatrice Wangechi,1,You hold my payout for nothing and yet you allowed onboarding. Pay me out. This is inhuman. I already shared what you want and the rest is so sensitive to my client and is against data protection. Pay me out. You dont respond to emails. Pay me out PaystackBusiness id: 1387372,1,"Mar 6, 2025",https://www.trustpilot.com/review/paystack.com?page=3
Emmaco P Vevo,2,"My Payouts has been delayed for a while now ,This is the second time this is done under the space of two monthsI was told to upgrade my account to a registered business and I did that yet my payouts are yet to be settled this is very frustrating as my business/website functions on this payouts and can’t perform without it… I have emailed the support for 3 days straight no single reply called the customer care and all I get is they are working on it … I’m sincerely disappointed why delay my payment so long you’re killing the credibility of our startup this is honestly very very bad for our business.. Keep to your payout policies and stop seizing your customers payouts with no due notice …FUNNY THING I WENT THROUGH ALL YOUR RATINGS AND REVIEWS AND STILL USED YOUR PLATFORM BECAUSE A FRIEND CLAIMED YOUR COMPANY WAS GOOD WELL…. I LEARNED THE HARD WAY … IF YOU ARE PLANNING TO START UP A NEW BUSINESS FIND OTHER PAYMENT GATEWAY TO USE AND MAYBE HAVE PAYSTACK AS AN ALTERNATIVE!",1,"Mar 4, 2025",https://www.trustpilot.com/review/paystack.com?page=3
KN,1,"Easy to integrate APIs and simple to navigate, good documentation available online for free. Business reviews are thorough to ensure no fraud or illegal activities are fronted. Good job Paystack!",5,"Feb 17, 2025",https://www.trustpilot.com/review/paystack.com?page=3
Wiza J.,3,Reliable payments infrastructure that just works. I see a number of negative reviews here from people who don’t really understand financial services. Take with a pinch of salt.,5,"Feb 15, 2025",https://www.trustpilot.com/review/paystack.com?page=3
real armstrong,3,"Below was the reply from Paystack for my review of them on this platform.""Hi there, thanks for sharing this feedback with us. After reviewing your business, we turned it off because your business model falls outside our acceptable use policy. Due to strict compliance rules, we must adhere to our acceptable use policy, which sometimes means we cannot continue business with certain types of businesses. We regret that your business falls under this category. We hope to serve you in the future should your activities align with our policies or should have a business which complies with our policies.""I am calling this nonsense because why did you approve my account if my business fell out of your acceptable use policy? Why did you allow my clients to pay money through your platform if that was the case? And why didn't you refund the money to my clients?Your response is automatically generated to cover the fact that you are scammers! I strongly urge everyone to AVOID Paystack.",1,"Feb 15, 2025",https://www.trustpilot.com/review/paystack.com?page=3
Jason,1,"Paystack is a big worthless scammer. This Paystack whatever should look for a work to do than scamming innocent people with dead support team...I wish I knew it's a scam before. AVOID PAYSTACK AT ALL COSTS, ITS a stupid scam. THEY WON'T PAY YOUR MONEY. AVOID PAYSTACK! AVOID AVOID PAYSTACK! Reject",1,"Feb 13, 2025",https://www.trustpilot.com/review/paystack.com?page=3
Bright,1,"Please pay me my payout money. It has been days now since I submitted the bank account number, which you claim must match my business name. After submitting, I have received no further reply from support via live chat, email, or even here on Facebook.",1,"Feb 13, 2025",https://www.trustpilot.com/review/paystack.com?page=3
Andrew Clark,1,"If you’re considering using Paystack for your business, BEWARE! They have withheld my business payouts for over a month without any legitimate justification. Their excuse? They need to “verify my business documents” and “conduct a business review”  yet they’ve made no effort to actually complete this process or even communicate properly.Customer support is non-existent. They don’t respond to emails, and there’s no clear way to reach a representative. Instead, you’ll receive copied and pasted responses that resolve absolutely nothing. You’ll be left in limbo with no access to your own money.If you think this can’t happen to you, think again. One day, your payments will suddenly be blocked, and you’ll have no way to get answers. This company is a joke and has no business operating as a payment processor.I will be continuing with legal action against them, and I strongly urge anyone thinking of using Paystack to look elsewhere. They should not be trusted with handling any business’s money.",1,"Feb 10, 2025",https://www.trustpilot.com/review/paystack.com?page=3
Val Chris,1,"I wish i read these reviews before moving forward with paystack. now all i'm getting is this copy and pasted responses"" sincerely apologize for the delay in processing your payouts. I understand how critical timely settlements are for your business operations, and I deeply regret any inconvenience this has caused.Please be assured that our team is actively working to resolve this issue as a top priority. We are committed to ensuring that your payouts are settled promptly and accurately.I appreciate your patience and understanding during this time.""The first time it took weeks to resolve, less than 2 months another delay.No date in sight. all i get is a sense of false hope tinted in pessimism.Paystack, you can do better.",1,"Feb 10, 2025",https://www.trustpilot.com/review/paystack.com?page=3
abimbola oladapo,1,This is the third time in a roll that paystack has held on to my payouts and at every time I have to send several mails upon mails before my payout is released to me.On the 21st of January my customer made a payment of 316 usd which paystack claimed they settled into my account on the 23rd of January when it wasn’t settled and my paystack account showed paid.I thought it was the usual delay from there end which didn’t make me check until the 31st of January and I saw they marked the payment as paid. I sent a mail to that effect and I was asked to submit my statement of account which I did showing no inflow into the account. Since then my mail on bimbolaolateju@gmail has gone unresponded to.This is becoming way too often. Paystack where is my money?,1,"Feb 4, 2025",https://www.trustpilot.com/review/paystack.com?page=3
EMMANUEL OKOYE,1,I was contacted to make a business review via emailI replied to the email with the requested documentations and everything and I’m yet to receive any acknowledgment and my payouts are on hold for the past hours at least they could have given an acknowledgment of receiving my email. This is very bad and it’s affecting my business adversely as the payouts are needed to fund the website API to be able to perform its functions.Now my customers are complaining as they cannot access the services they are paying forThey should release my payouts in the next 24 hoursThis is a new business and this whole situation is killing the businessPaystack can’t just do as they wish with people toilI really wished I read this reviews before using them on my websiteMy developer convinced me even after ppl told me otherwiseThis is bad for business and I advice again using them if you’re just a startupPlease release my payouts while conducting your review,1,"Jan 22, 2025",https://www.trustpilot.com/review/paystack.com?page=4
Paul,1,"How I wish I had read the reviews before deciding to use Paystack in my business. They are scammers. I run a digital marketing agency and decided to use Paystack as my main payment gateway to receive money from my clients starting in January. Clients paid, and I expected settlement in 2 days as stated on their website. I waited, and after the 8th day, I decided to write to them asking why the payout was not being done. Twenty minutes later, I received an email that my account with them had been terminated and money refunded to customers, claiming a violation of their policy. I violated none of their policy. I immediately notified my clients that money would be refunded to their accounts and they should be on the lookout for the refund. To date, they have not refunded any of my clients their money or made any payout to me. Is this not scamming? It wasn't that much money, but we are contemplating taking legal action.",1,"Jan 10, 2025",https://www.trustpilot.com/review/paystack.com?page=4
Mbongeleni Twala,2,The worst app I ever seen poor support,1,"Jan 9, 2025",https://www.trustpilot.com/review/paystack.com?page=4
Nana Simah,1,"PAYSTACK IS A CONDUIT FOR SCAMMERS TO STEAL FUNDS FROM UNSUSPECTING CONSUMERS. NO ACCOUNTABILITY, POLITE IN COMMUNICATION BUT NO RESOLVE. I LOOK FORWARD TO THEM BEING CLOSED!  If you see them as a payment processor do not proceed!The network keeps contacting PAYSTACK to process the refund and PAYSTACK keeps telling them its done but not refund has been recieved... They have done this 3 times. Very dishonest company.",1,"Updated Jan 4, 2025",https://www.trustpilot.com/review/paystack.com?page=4
Nkateko Roshny Mathebula,1,Business id: 1040057My client requested for a refund due that he wasn’t satisfied with my service! I refunded the client with an immediate solution that Paystack provides to refund! The after few days I received that my payment outs will be on review and I need to provide the reason why the client requested for the refund and what services do I provide.I sent all the information regarding the issue! I made refund the immediate I wanted no inconvenience with my business!It was 1k refund! 65k is on hold because of 1k!I have sent more than 40 follow up emails and I have called multiple times but no help assisted! I think the should employ more people on the consultant and those who review the should sent of I think they don’t appreciate working there! New hand and new people are needed! Everyone is complaining about the review team and which makes it useless!Now it has caused to much tension to my business! 2 months hading to 3 months with no help!,1,"Dec 29, 2024",https://www.trustpilot.com/review/paystack.com?page=4
Solonso Ray,1,"I have been using Paystack for my business, and while the platform is generally efficient, my experience over the past two weeks has been frustrating. My payouts have been on hold for this period, and it is severely affecting my business operations.I understand the need for compliance and security checks, but a delay of this length is unacceptable. I have customers waiting for their orders, and this situation is damaging my reputation.I kindly request that Paystack expedite the resolution of this issue. Clearer communication and quicker resolution would greatly improve the experience for your users.Thank you.",1,"Dec 24, 2024",https://www.trustpilot.com/review/paystack.com?page=4
Dominion Chibuikem,2,This is the second time I am writing this review about PAYSTACK.I am yet to recieve my payout and it is over a week now on the reason of a so called business review when my account has been verified since .I was just trying out your platform and this whole delay makes me look for a second choice .What’s the update on the review .Your delay has caused me a lot of inconveniences and financial strain .Please fix this .Now I see why you guys have a low trust score on trust pilot,1,"Dec 23, 2024",https://www.trustpilot.com/review/paystack.com?page=4
Joey Boli,7,"I received money and payout said the next day, i login on the next day and the date is now three days later, really pissed here",1,"Dec 20, 2024",https://www.trustpilot.com/review/paystack.com?page=4
SpringerEdit Proofreading Grou,1,"when i started using paystack there was no issue that can cause a scare but unfortunately for two months now they have been struggling to effect PAYOUTSThis last one is my second experience in a row I am just praying they pick up fast because they have been a reliable second choice to my payment options! If the team is reading this they should know how proud I was to have a payment platform from Naija that workds, please make Una fix this and send me my money",2,"Dec 15, 2024",https://www.trustpilot.com/review/paystack.com?page=4
Griffins Oringo,1,"Nothing to add, Just like the rest, unresponsive customer service. Holding of funds no reason communicated apart from a generic account review which takes forever. Been 3 weeks and counting. While business obligations have to be still supported without the funds.",1,"Dec 11, 2024",https://www.trustpilot.com/review/paystack.com?page=4
Abimbola Oladapo,1,Paystack has decided to hold on to my 456 USD payout from a customer since the 14th of November 2024. Its been almost a month now without any reasonable excuse as I have sent several emails through bimbolaolateju@gmail and they mostly give generic responses or no response at all.The customer has started questioning my integrity because of the laxity of Paystack. Please remit my payment and stop frustrating business for me. I will call you out on all available social media platform soon.,1,"Dec 7, 2024",https://www.trustpilot.com/review/paystack.com?page=4
Inusah Fatima,2,"Paystack Ghana is an absolute nightmare to deal with. Their payout process is slow, their customer support is non-existent, and their communication is appalling.I've been waiting for weeks for a payout, and despite numerous emails, phone calls, and messages, I've been ignored. No updates, no explanations, just complete radio silence.Their website claims to offer ""fast and reliable"" payment processing, but my experience has been the exact opposite. It's clear that Paystack Ghana is more interested in collecting fees than providing decent service to their customers.Unless you enjoy waiting for weeks for your money and being ignored by customer support, stay far, far away from Paystack Ghana.",1,"Dec 7, 2024",https://www.trustpilot.com/review/paystack.com?page=4
Junero Mdlongwa,1,"Pay stack have holding in to my funds for over a week. They told me that the business review will take 1-3 days and its been way more, I still don’t get any email update I always have to chase them on social media.",1,"Dec 6, 2024",https://www.trustpilot.com/review/paystack.com?page=4
Daramola Adesuyi Foundation,1,"I am extremely disappointed with Paystack's customer support. Despite uploading all required documents to transition to a registered business, the ""Activate your business"" button remains inactive.I've reached out multiple times with no resolution or response. I have created 5 support tickets at this point. My payouts have been delayed due to this and the funds are needed urgently. There's no number to call and no one to escalate the matter to.The lack of responsiveness is unacceptable, and I plan to discontinue using this platform once this issue is resolved. I would really urge people to be cautious before using them as a payment service. Paystack must improve its customer service for urgent matters like this.",1,"Dec 5, 2024",https://www.trustpilot.com/review/paystack.com?page=4
mohan gosai,2,"Dear Paystack you are writing me here saying I should send you an email while you have deactivated my account account with a lot of money inside. You deactivated my account without refunding the payment to the sender. They send payment into my account on Thursday, that same Thursday one of your colleagues called Grace send me a message asking me for the reason of the payment of which I explained it to her. Her next email was her asking me for proof and when I asked her what proof those she needs because I can provide any, she stopped replying to my messages only to come today and told me they have closed my account. How can you deactivate my account without refunding the funds back to the sender. I have been looking for refund on your dashboard since last week I came on trustpilot to checkout your review. Your service is the worse. You ask for something and never allow the person to present it and then you go ahead to close the account without refunding the payment back to the sender. Telling me you have escalate the refund case. Please kindly refund the payment and stop destroying peoples reputation with your bad customer service. You are the worse payment service provider in the whole of Africa. I don't understand how they same you are a partner with stripe. Please refund the money. Because if you don't refund that money I will be here on trustpilot everyday. I would even run an ads campaign again your company.  There's no ways am going to allow you to destroy my reputation.  Never!! I worked so hard for it for you to come all the way to destroy it.",1,"Dec 4, 2024",https://www.trustpilot.com/review/paystack.com?page=4
Jeremy Martin,3,"Paystack closed our account without notice and has held our funds without releasing them for over 45 days and counting. They still have our money and this is a desperate attempt to get attention and for them to release our money. They keep saying they will get back to us and never do. They lie and steal money, please I beg you if you are a business owner do not use Paystack they might end your business like they are ending ours.",1,"Nov 21, 2024",https://www.trustpilot.com/review/paystack.com?page=4
MkponoAbasi Wisdom,1,I paid money to FairMoney loan app through their pay stack titan account and till now pay stack can't acknowledge the transfer anf now the loan app is on my neck asking for payment when ive already paid but pay stack titan is just not cooperating.This is poor service.,1,"Nov 8, 2024",https://www.trustpilot.com/review/paystack.com?page=4
Emmanuel Yohanna,1,Can't make deposit,1,"Nov 4, 2024",https://www.trustpilot.com/review/paystack.com?page=4
Mukky.,1,"Paystack is FRAUDULENT!!! And a scamThey haven’t responded yet. When I message they won’t respond, They are very fraudulent. They are holding onto customers money of which i am one of them. They are intentionally stalling their payment and using it for their own business purposes. That’s why they ask you to send all the information to confirm your transaction and yet they won’t still Do something about it.I repeat paystack is a total scam please people should avoid the platform!!!!I recharged my alpha technologies using their portal 3 times and none was credited into my account.",1,"Oct 31, 2024",https://www.trustpilot.com/review/paystack.com?page=4
Hilton Bailey,1,"Do not work with PayStack!!! They are frauds and scammers.They took forever to review my company at the very start and now for the 3rd time in 6 months I am under review again and the transaction is just hanging there. I have deliverables that require payment before they are produced.Do not work with PayStack, you have been warned! The agents answering phones are so scripted and not interested in resolving anything.You can expect the same rhetoric over and over again that they take security very seriously to protect the business and customer. Well I can guarantee you my business has only been hurt by this company and their false promises, not to mention the completely tarnished relationship I have with some of my customers because of this place!Want some suggestions PayStack? 1. Don't make businesses go through a rigorous application process if your intention is to review every transaction anyway. 2. Stop lying to your merchants. Continuously making promises that never materialize. 3. A merchant not being able to speak to an executive is really a fraudulent way of doing business, seems like it is just a scam when you don't have executives to discuss these issues with...",1,"Updated Oct 14, 2024",https://www.trustpilot.com/review/paystack.com?page=4
Annah Kurgoi,1,"It's been a month no response my funds are still pending what kind of service are you guys providing!!!!Now after looking for help here at trustpilot,Paystack decided to close down my account without a reason and refund the money to the client who left 1 month ago,where do I get my money for services offered and the client already left? Returning the funds with no charge back is wrong!Thats so unprofessional,I had done others transactions before and you processed them,what made this 1 different to unextend of refunding my money that has no charge back? Next time review people's businesses first before opening a paystack account for them then end up frustrating them.",1,"Updated Oct 15, 2024",https://www.trustpilot.com/review/paystack.com?page=5
Sitati Joe,1,"This is a scam, a total scam. We are actually contacting the Nigerian Authorities over a case we will be filing in High Court Kenya Tomorrow.Once they receive the amounts, they never payout or refund. It's a fraud entity and we have also written to Stripe.com through our lawyers to have their partnership terminated instantly.There are claims that this is a money-laundering scheme and investigations by our local authorities have enough leads pointing to this.Thank you",1,"Oct 10, 2024",https://www.trustpilot.com/review/paystack.com?page=5
Bowie Fivesix,1,"Kindly it's been more than a week, I haven't received feedback nor my payout clients already checked out kindly let me know I have business to run also it's not fair I understand you guys have a job as well to do but as a customer I'm just confused why do that .... Just tell me a specific date your releasing fundsUpdateInstead of releasing funds they refunded to the customer at least never again I just want to point out this emotional assuming intelligence from double dealer ( Tosi  very uneducated scum of the earth that gets paid Penny's to ruine ppls businesses since his life is horrible ( I see why Nigerians are labeled because of such actorsUpdate: no you returned payments for servicing a client ( who does that ?????!!!!!!!!most merchants have issues due to charge back ) why wait until someone process payments for Airbnb/ hotel nothing high risk about that business quite the excuses you guys are to be questioned by fcc/ stripe which I emailed them .",1,"Updated Oct 4, 2024",https://www.trustpilot.com/review/paystack.com?page=5
hussain korir,1,"I am almost concluding that paystack is a scam not a genuine payment get way, I received payments but now refusing to release my cash, citing that the money was paid during the weekend and i have to wait for two working days, this is so inconveniencing when it comes to business, please avoid this channel, and avoid remitting huge payments through them ,",1,"Sep 30, 2024",https://www.trustpilot.com/review/paystack.com?page=5
StarlyServices,3,They reviewed our business and they deemed us risky after processing over 900 transactions and only 2 chargebacks and 5 refunds. The problem is that they asked for proof of delivery of service which we provided but they are claiming they will refund all payouts on hold. You first ask for delivery then you confirm it is delivered and still end up refunding all processed orders.They are now not answering any email. Avoid them at any cost. They might start out good but destroy your business when it is stable,1,"Sep 20, 2024",https://www.trustpilot.com/review/paystack.com?page=5
Victor Code,1,Just Thieves. Dont waste your time using them. Soon they will regret.. tic toc...,1,"Sep 19, 2024",https://www.trustpilot.com/review/paystack.com?page=5
Martin Mbucho,2,"For anyone just starting up. Please find an alternative payment gateway.I am saying this for two reasons; Payout issues and useless customer support.I experienced a payout issue late last month, when I was double paid, an amount was sent to me twice i.e two days in a row, I later received an email that paystack noticed the issue and that they would deduct the amount on the next transaction, I emailed back and said that the action was acknowledged. Now here is the issue. On my next payout, I was offering a service to a client who ordered it online on our website and since the payout takes a few days (which I fail to understand why it does), I had to go back into my pocket and pay for the services using cash I got from somewhere else, long story short, Two weeks, they are sending me my payout after deducting almost 70% of the received amount paid to me .The problem does not end there, their communication is poor, when you send an email to them, they have automated a reply: usually after a minute or so, to guarantee you they are working on you, only for you to find yourself waiting in vain.What am saying is, We trust you with our payments, Why are you taking it for granted?",1,"Sep 17, 2024",https://www.trustpilot.com/review/paystack.com?page=5
Gav Mag,2,Pathetic service. They make you go through a whole process to sign up then they ask you for more proof after you make a sale. They want proof that you delivered an item. Absolutely ridiculous waste of time. Especially not for drop shippers or those that order stock after an order is placed even though you mention it on your website. They withhold funds and do t pay them back fast or at all.,1,"Aug 19, 2024",https://www.trustpilot.com/review/paystack.com?page=5
Isaac Richardson,4,"I really should have checked these reviews before wasting my time!!!  I am appalled by this call centre employees who don't do their job and the amount of solid reviews this company has on Shopify, I intend on contacting Shopify about this as well to rectify the recommendation because I'm sure that's also the only reason the majority of us would have even considered this company in the first place.I wish I could leave a star less than zero. I wasted this while month trying to get all the documents ready for this paystack company who is somehow recommended by other drop shipping stores and Shopify, who even give you the option the select drop shipping on their application only to send you an email telling you they don't work with drop shipping companies.  I intend on using another more user friendly company and telling all my business associates to do the same however I am extremely dissatisfied by the unprofessional service I received from this company especially after accepting my application and documents as part of the application only to change completely afterward.",1,"Aug 15, 2024",https://www.trustpilot.com/review/paystack.com?page=5
Ch,1,"Never used this , but have been sent a bunch of email transactions  that look like fraud/spam recently. Only given transaction amount in huge letters and transaction number in smaller font",1,"Jul 14, 2024",https://www.trustpilot.com/review/paystack.com?page=5
DYDA,3,"They haven’t responded yet. When I message they say they are reviewing. They are fraudulent. They are holding onto customers money, stalling their payment and using it for their own business purposes. That’s why they ask you to send all the information to confirm your business and yet they won’t still pay you, something fishy about paystack.",1,"Jul 9, 2024",https://www.trustpilot.com/review/paystack.com?page=5
Joseph M,3,"For the past THREE years that I have been with Paystack, I have NEVER received a response to a single support request (I have sent countless).Early this month, I had a problem and a live chat agent said he'll escalate my issue to a developer, who will get back to me. To this day, I have not heard from that developer.I am moving to Payfast, Paystack's support is non-existent.",1,"Jun 30, 2024",https://www.trustpilot.com/review/paystack.com?page=5
wallace karanja,2,Someone please explain to me why my payout is still pending for three days now. I've sent emails to paystack and all I get is claims that they don't have a clear understanding of the nature of my business. you guys take even a whole day to respond. I've already verified everything needed and you yourselves approved it. I need my money!! I have bills to pay. Do I have to deal with this every time I have a payout?,1,"Jun 27, 2024",https://www.trustpilot.com/review/paystack.com?page=5
Wes Eve,1,"Great Product, easy to use and works. The verification  took a little while but I am up and running.",4,"Jun 14, 2024",https://www.trustpilot.com/review/paystack.com?page=5
Nick,4,"This is a disgrace of a company.I have applied to use their services for my company. After receiving a confirmation email from them that my account has been verified, I got my developers to start building and integrating their payment solution into my platform. I spent thousands of ZAR.Subsequently they came back and told me they don't accept my business model.I've enquired this with them via email but no response.Their CEO doesn't have an email address.One can't speak to one of the executives.They don't call you back.Disgrace of a company.",1,"May 22, 2024",https://www.trustpilot.com/review/paystack.com?page=5
kauthar mohamed,1,"Received a payment from the US which cleared on Monday evening, 22 April in pay stack. Funds have been pending since then subject to business review. Agents are not giving clear answers or a solution as to when the funds will clear into my nominated bank account. Please help!",1,"Apr 28, 2024",https://www.trustpilot.com/review/paystack.com?page=5
Hilton Bailey,2,"In the beginning this was a great payment processor for my business. Now they have placed payments on hold because they need to check something... Why did I go through a verification process and submit tons of documents, only for this processor to hold onto money that isa. not theirsand b. creates a massive delay, both for my operations and for my customer.This has been an extremely frustrating and disheartening process. They claim it's for security, which makes the verification process in the beginning pointless as hell. Nice to have security, that's great guys but at the cost of every other aspect of good business... I unfortunately will need to look elsewhere as this has been an extremely disappointing experience.They also take forever to respond and give you no updates at all. You just sit around waiting for them to do something, while your operations stand still and customers are buzzing your phone...Would absolutely not recommend as a payment processor, would advise going through the strenuous process of verification at another processor, that actually then let you operate.Very very disappointing indeed.*I have returned to this review to confirm that nothing improved, I ended up having to wait 9 days for a payment to be paid pending a so called random review...The generic responses from their agents during that time was also disgraceful... Go to any AI and search most generic and broad customer service responses, that's the copy paste nonsense you'll receive, no real answers.",2,"Updated May 7, 2024",https://www.trustpilot.com/review/paystack.com?page=5
Vero Essien,2,Paystack will review your business every 7 days and Bot generated text will be used to respond to your query,1,"Apr 24, 2024",https://www.trustpilot.com/review/paystack.com?page=5
Stark Horstmann,1,"My company payment gateway account has been put on hold by Paystack, they requested the information, I provided it 6 days ago, they do not return their emails, they do not answer, they send one email on day 5, they need a bit more time and further no response from them. This is placing me as a small business in jeopardy with my customers and compromise my delivery times. My company Name is Eco-TerraSprout. They are in possession of Customer funds and this is not being released or returned to the customer. I regret making use of Paystack. Up to now, still no feedback after numerous emails.",1,"Apr 24, 2024",https://www.trustpilot.com/review/paystack.com?page=5
